código;freq;nombre;info de complementos;Funcionan sin?;INFO;METAFORICO;SIGNIFICA;DISTANCIA;fuente;meta;enunciado;;;;;;;;;;;;;;;;;;
PVNI-0752;1;negocio;masivo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; negocio;tipo de negocio;Cuando la trata de blancas se volvió un negocio masivo,;;;;;;;;;;;;;;;;;;
PVNI-0410;1;niño;de carne y hueso;sí;;no;;;;;" NO""Pinocho acepta la mentirosa promesa del Hada Azul (""sé bueno y honesto y serás feliz"") y se vuelve un niño de carne y hueso""; ";;;;;;;;;;;;;;;;;;
PVNI-0411;1;niño;de esa edad;sí;;sí;;;;;" ""La Cenicienta, El gato con botas... Nunca los había escuchado, no los conocía, y allí una tarde, a los veintidós, leyendo a Blancanieves y los siete enanos creí que tenía seis años y me volví una niña de esa edad"", ";;;;;;;;;;;;;;;;;;
PVNI-0412;1;niño;de cinco años;sí;;sí;;;;;"En un paisaje sin árboles, bajo un cielo de nubes en movimiento, Bienvenido se vuelve un niño de cinco años.;";;;;;;;;;;;;;;;;;;
PVNI-0687;1;niño;enfermizo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;niña;niña enfermiza;"se volvería una niña enfermiza y llorona.""";;;;;;;;;;;;;;;;;;
PVNI-0746;1;niño;juguetón;SUSTANTIVO COMPUESTO;de PVNIS;NO;;poca; niño;tipo de niño;"""Fue con la idea de que, en la nueva situación, Calixto se volviera un niño juguetón,"";";;;;;;;;;;;;;;;;;;
PVNI-0786;1;niño;retraído;SUSTANTIVO COMPUESTO;de PVNIS;NO;;poca; niño;tipo de niño;"""Se volvió una niña retraída y a los quince años, sin amor, tuvo su primera experiencia sexual."", ";;;;;;;;;;;;;;;;;;
PVNI-0796;1;niño;soñador;SUSTANTIVO COMPUESTO;de PVNIS;NO;;poca; niño;tipo de niño;"""Pasaron los años y se volvió una niña soñadora;""; ";;;;;;;;;;;;;;;;;;
PVNI-0799;1;niño;taciturno;SUSTANTIVO COMPUESTO;de PVNIS;NO;;poca; niño;tipo de niño;" ""Me volví un niño taciturno, me costaba sonreír, "";";;;;;;;;;;;;;;;;;;
PVNI-0413;1;nube;⍬;Sí;;sí;;;;;sintió como si la nicotina le recorriera todas las terminaciones sanguíneas y su cuerpo se volviera una nube.;;;;;;;;;;;;;;;;;;
PVNI-0414;1;nudo;imposible;Sí;;sí;;;;;las letras desvanecidas del letrero hacían justicia a un lugar donde no sólo se acumulaban libros usados, sino donde el pasado se volvía un nudo imposible de entender, un laberinto cuya alma era un vacío callejón sin salida.;;;;;;;;;;;;;;;;;;
PVNI-0415;1;número;⍬;Sí;;sí;;;;;Máximo quedó mudo, ella no podía volverse un número, los dígitos en su currículo habían desaparecido para darle paso a los signos de interrogación.;;;;;;;;;;;;;;;;;;
PVNI-0416;1;número;anónimo;sí;;sí;;;;;Pero en esta urgencia de fugar de la uniformidad de la masa donde el sujeto se vuelve un número anónimo, es que surge la gran paradoja de la moda. ;;;;;;;;;;;;;;;;;;
PVNI-0417;1;objeto;de consumo;SUSTANTIVO COMPUESTO;;sí;mercantilista;mucha; medicina;"objeto; abstracto";?cuando la medicina se vuelva un objeto de consumo y de diferenciación social.;;;;;;;;;;;;;;;;;;
PVNI-0418;1;objeto;⍬;Sí;;sí;;;;;intentó no solo salirse de sí mismo, sino que volverse un objeto o algo etéreo.;;;;;;;;;;;;;;;;;;
PVNI-0792;1;objeto;secundario;SUSTANTIVO COMPUESTO;de PVNIS;sí;irrelevante;mucha;palabras;objetos;En otras palabras, la eficiencia se vuelve un objetivo secundario y la equidad un objetivo primario para alcanzar dentro de una determinada forma de organización social.;;;;;;;;;;;;;;;;;;
PVNI-0419;1;obra;maestra;SUSTANTIVO COMPUESTO;determinado porque tiene complementos;sí;sublime;mucha; acción;obra maestra;Todo lo que ellos hacen se vuelve una obra maestra en la voz de Gardel.;;;;;;;;;;;;;;;;;;
PVNI-0668;1;obra;construido;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; novela;obra;lo que sería una película camp llena de deficiencias técnicas y falta de producción como la descripción de la cita anterior, al recrearla en novela se vuelve una obra muy bien construida,;;;;;;;;;;;;;;;;;;
PVNI-0420;1;observador;experto;sí;profesión u ocupación;sí;;;;;Me volví un observador experto, ningún detalle pasaba desapercibido para mí y todos tenían importancia.;;;;;;;;;;;;;;;;;;
PVNI-0421;1;obstáculo;⍬;Sí;;sí;;;;;Y que nadie se vuelva un obstáculo en nuestro camino'.;;;;;;;;;;;;;;;;;;
PVNI-0422;1;obstáculo;⍬;Sí;;sí;;;;;Los Silver. Uno no debe obsesionarse por nada. Después se vuelve un obstáculo. Una amarga pesadilla. Ahora siento como si Los Silver fuesen de mi más terca exclusividad.;;;;;;;;;;;;;;;;;;
PVNI-0423;1;ocho;⍬;Sí;IDIOM;sí;;;;;Es rápido y eficaz en los momentos de crisis, pero se vuelve un ocho ante las cosas aparentemente fáciles de manejar. ;;;;;;;;;;;;;;;;;;
PVNI-0424;1;ocho;⍬;Sí;IDIOM;sí;;;;;Si usted se vuelve un ocho al volante o simplemente quiere relajarse en la carretera, será cliente ideal de este tipo de carros;;;;;;;;;;;;;;;;;;
PVNI-0425;1;ocho;⍬;Sí;IDOM col. Enredarse, complicarse por no entender algo;sí;;;;;Si usted se vuelve un ocho al volante o simplemente quiere relajarse en la carretera, será cliente ideal de este tipo de carros.;;;;;;;;;;;;;;;;;;
PVNI-0426;1;ocho;⍬;Sí;IDOM col. Enredarse, complicarse por no entender algo;sí;;;;;Es rápido y eficaz en los momentos de crisis, pero se vuelve un ocho ante las cosas aparentemente fáciles de manejar. ;;;;;;;;;;;;;;;;;;
PVNI-0427;1;odisea;⍬;Sí;;sí;;;;;"Engrasar y enharinar bien el molde; si no, desmoldar puede volverse una odisea. ";;;;;;;;;;;;;;;;;;
PVNI-0428;1;ojete;⍬;Sí;;sí;;;;;Mirad, a este ojo arrancado se le ha cuajado la mirada. Se volvió un ojete.;;;;;;;;;;;;;;;;;;
PVNI-0429;1;oligarca;⍬;Sí;;sí;;;;;Se le subieron los humos a la cabeza, le huye al contacto con la masa, al clamor y al dolor de los descamisados, se volvió un oligarca.;;;;;;;;;;;;;;;;;;
PVNI-0430;1;olla;de grillos;SUSTANTIVO COMPUESTO;IDIOM;sí;desordenado, confuso;mucha; casa;olla de grillos;Según ella, a medida que los cinco hermanos fueron creciendo, la casa se volvió una olla de grillos.;;;;;;;;;;;;;;;;;;
PVNI-0814;1;opción;viable;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;opción opción viable;;una opción viable;;;;;;;;;;;;;;;;;;
PVNI-0431;1;organismo;modelo;SUSTANTIVO COMPUESTO;;no;;poca; basteria;organismo;La bacteria de Rhizobium se vuelve un organismo modelo para estudiar los diferentes mecanismos que ocurren en el área de la recombinación;;;;;;;;;;;;;;;;;;
PVNI-0743;1;organismo;irrelevante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; organismo;organismo irrelevante;W. Bush, quien advirtió que las Naciones Unidas se arriesga a volverse un organismo irrelevante si no actúa pronto.;;;;;;;;;;;;;;;;;;
PVNI-0643;1;padre;ausente;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;padre;tipo de padre;era un buen hombre, trabajaba como palero, haciendo cunetas en las plataneras. Pero luego cayó en el vicio y se volvió un padre ausente..;;;;;;;;;;;;;;;;;;
PVNI-0642;1;país;atrayente;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;paraguay;país atrayente; Paraguay se volvería un país más atrayente;;;;;;;;;;;;;;;;;;
PVNI-0662;1;país;complicado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; país;país complejo; México se volvió un país aún más complicado para hacer negocios en el mapa del turismo mundial;;;;;;;;;;;;;;;;;;
PVNI-0667;1;país;confiable;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;país;país confiable;logró que Estados Unidos se volviera un país confiable al crédito extranjero;;;;;;;;;;;;;;;;;;
PVNI-0847;1;país;con forma y color;SUSTANTIVO COMPUESTO;de PVNIS;sí;organizado;mucha; mancha;país con color; esa mancha gris ignorada se volviera un país con forma y color,;;;;;;;;;;;;;;;;;;
PVNI-0433;1;palacio;⍬;Sí;;sí;;;;; Al punto que el mundo se volvería un palacio o una tremenda hoguera de odios.;;;;;;;;;;;;;;;;;;
PVNI-0861;1;panfleto;;;;sí;;mucha;;panfleto;Mediante un tono fársico y con el apoyo de música y baile, busca denunciar una grave problemática social, pero sin descuidar los aspectos artísticos ni volverse un panfleto;;;;;;;;;;;;;;;;;;
PVNI-0435;1;pantanero;⍬;Sí;;sí;;;;;"echarle cemento donde los muchachos practican barras, pues eso cuando llueve se vuelve un pantanero.""";;;;;;;;;;;;;;;;;;
PVNI-0436;1;pantano;⍬;Sí;;sí;;;;;En medio del jardín el aspersor daba vueltas y más vueltas. Pensé que lo mejor sería salir, cerrar el paso de agua antes que el pasto se volviera un pantano.;;;;;;;;;;;;;;;;;;
PVNI-0437;1;pantera;⍬;Sí;;sí;;;;;"""En cuanto estuvieron dentro, Ruth se volvió una pantera. Ni así sospechó Juanito la estafa. Con Ruth hablándole al oído, acariciándole la espalda, pidiéndole que no se avergonzara de su joroba, a ella le encantaba, estaba anestesiado."";";;;;;;;;;;;;;;;;;;
PVNI-0438;1;paraca;⍬;Sí;profesión u ocupación;no;;;;;Me volví una paraca, me volví de las auc.;;;;;;;;;;;;;;;;;;
PVNI-0439;1;paraíso;deseable;sí;;sí;;;;;se convierte en misión cristiana de progreso gradual (Joaquín de Fiore, Bernardo de Chartres, Roger Bacon). Se vuelve un paraíso deseable aquí y ahora, cotidiano, creciente, construible.;;;;;;;;;;;;;;;;;;
PVNI-0440;1;paria;⍬;Sí;;sí;;;;;La ausencia de la muerte en el grupo se manifiesta también de una manera particularmente nítida en el hecho de que el enlutado, que en una sociedad, se presente como tal se vuelve un paria, incluso un enfermo;;;;;;;;;;;;;;;;;;
PVNI-0441;1;parte;integral;SUSTANTIVO COMPUESTO;;no;;poca;;;vuelve una parte integral ;;;;;;;;;;;;;;;;;;
PVNI-0442;1;parte;más;Sí;;sí;;;;;volverse una parte más ;;;;;;;;;;;;;;;;;;
PVNI-0443;1;parte;sustancial;Sí;;sí;;;;;vuelven una parte sustancial;;;;;;;;;;;;;;;;;;
PVNI-0444;1;pasarela;de la gran moda;sí;;sí;;;;;CUANDO LA ALFOMBRA ROJA SE VUELVE UNA PASARELA DE LA GRAN MODA;;;;;;;;;;;;;;;;;;
PVNI-0445;1;paseo;de boutiques;SUSTANTIVO COMPUESTO;;no;;poca;calle;paseo;La cancha del Club Ciudad Nueva está ahora en la calle República Francesa, junto al Mercado 4 y nuestra calle 25 de Mayo, que fuera puramente residencial, se volvió un paseo de boutiques.;;;;;;;;;;;;;;;;;;
PVNI-0446;1;paseo;⍬;Sí;;sí;;;;;La deseó con tanta fuerza que hoy su objetivo de fondo se volvió un paseo, un tema de disfrute en el que sólo siembra alabanzas. De acá a la cima todo parece salirle bien.;;;;;;;;;;;;;;;;;;
PVNI-0447;1;pasillo;largo;Sí;;sí;;;;;Las cosas retroceden, se estiran, la casita se vuelve un pasillo largo. Las sombras toman la consistencia de un oscuro metal.;;;;;;;;;;;;;;;;;;
PVNI-0448;1;pasta;pegajosa;Sí;;sí;;;;;Estrujo el chocolate en la mano hasta que se vuelve una pasta pegajosa y empiezo a recitar la lección de geografía.;;;;;;;;;;;;;;;;;;
PVNI-0449;1;pastizal;tramado;Sí;;sí;;;;;Así que pretendo convencer al imaginario podador de un pasto que ha crecido sin cuidado por lo menos durante los últimos sesenta y cinco días, hasta volverse un pastizal tramado con pequeñas flores blancas y anaranjadas;;;;;;;;;;;;;;;;;;
PVNI-0862;1;paz;inusual;;;sí;tranquilidad;mucha;situación;paz;????El gato quieto al otro lado cerca del perro. Todo se volvió una paz inusual para mi familia.;;;;;;;;;;;;;;;;;;
PVNI-0450;1;pedrada;⍬;Sí;;sí;;;;;El plan de acción de Trinidad causó estupor y cada uno de sus propósitos se volvió una pedrada.;;;;;;;;;;;;;;;;;;
PVNI-0451;1;peligro;⍬;Sí;;sí;;;;;Al alacrán hay que aplastarlo chiquito, antes de que eche ponzoña y se vuelva un peligro.;;;;;;;;;;;;;;;;;;
PVNI-0452;1;peligro;⍬;Sí;;sí;;;;;El país se volvió un peligro. Qué feo.;;;;;;;;;;;;;;;;;;
PVNI-0453;1;peligro;inminente;SUSTANTIVO COMPUESTO;;no;;poca;vajar;peligro;hace que viajar por carretera se vuelva un peligro inminente.;;;;;;;;;;;;;;;;;;
PVNI-0694;1;periódico;estándar;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;heraldo;periódico estándar;hoy El Heraldo pierde prestigio y se vuelve un periódico más estándar y con menos gracia,;;;;;;;;;;;;;;;;;;
PVNI-0747;1;periodo;largo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;periodo;tiempo largo;Siete semanas no parecen mucho tiempo, pero cuando uno está bajo un tratamiento médico se vuelve un período largo.;;;;;;;;;;;;;;;;;;
PVNI-0454;1;perro;de garra;SUSTANTIVO COMPUESTO;idiom;no;;poca;persona;persona diferente;Que no se vuelva un perro de garra por un club, nosotros los directivos merecemos respeto,;;;;;;;;;;;;;;;;;;
PVNI-0632;1;persona;agrio;SUSTANTIVO COMPUESTO;de PVNIS;sí;difícil, resentido, irritable;poca;persona;tipo de persona;una persona agria;;;;;;;;;;;;;;;;;;
PVNI-0678;1;persona;diferente;SUSTANTIVO COMPUESTO;de PVNIS;sí;violento;mucha; persona;perro;La voz le cambiaba y se volvía una persona diferente en un mundo al que yo no podía entrar.;;;;;;;;;;;;;;;;;;
PVNI-0683;1;persona;distinto;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;persona distinta;Lo que quiero contarte es cómo Cacho se volvió una persona distinta de la que tuviste que padecer...;;;;;;;;;;;;;;;;;;
PVNI-0696;1;persona;estudioso;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;persona estudiosa;una persona estudiosa;;;;;;;;;;;;;;;;;;
PVNI-0726;1;persona;incómodo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;tipo de persona;Bueno, esa situación generó que se volviera una persona incómoda, un blanco de... del Gobierno de ese entonces,;;;;;;;;;;;;;;;;;;
PVNI-0751;1;persona;malo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;tipo de persona;aprender a no sufrir sin volverte un monstruo, aprender a no sufrir sin desarrollar un rictus, aprender a no sufrir, sin volverse una mala persona.;;;;;;;;;;;;;;;;;;
PVNI-0763;1;persona;pasivo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;tipo de persona;los demás se fijan sólo en lo negativo de la persona desalentada, esta se volverá una persona pasiva, desmotivada para siempre.;;;;;;;;;;;;;;;;;;
PVNI-0787;1;persona;ridículo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;tipo de persona;´Los premios son peligrosos porque conducen a la corrupción. Si te los tomas en serio te vuelves una persona ridícula';;;;;;;;;;;;;;;;;;
PVNI-0456;1;personaje;que tú inventas;sí;;no;;;;;Mejor dicho: te vuelves un personaje que tú inventas para la ocasión.;;;;;;;;;;;;;;;;;;
PVNI-0457;1;personaje;⍬;Sí;;sí;;;;;La música se vuelve un personaje, sin ella no sería el mismo espectáculo, pues le da el carácter emotivo que queríamos lograr;;;;;;;;;;;;;;;;;;
PVNI-0458;1;personaje;⍬;Sí;;sí;;;;;Pero cómo se volvió un personaje este autor y compositor que nació hace 29 años en la comunidad de San Antonio, cantón Guamote, provincia de Chimborazo?;;;;;;;;;;;;;;;;;;
PVNI-0798;1;personaje;taciturno;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;personaje taciturno;vuelve un personaje taciturno ;;;;;;;;;;;;;;;;;;
PVNI-0863;1;pesadilla;;;;sí;;mucha;;pesadilla;Lo cierto es que antes de que el problema se volviese una pesadilla, el técnico Leonardo Astrada salió a recomponer la situación ;;;;;;;;;;;;;;;;;;
PVNI-0864;1;pesadilla;;;;sí;;mucha;;pesadilla;?Es ahí cuando mi sueño se vuelve una pesadilla para Electra, y despierto. ;;;;;;;;;;;;;;;;;;
PVNI-0865;1;pesadilla;;;;sí;;mucha;;pesadilla;Con la permuta Hispano ganó mayor velocidad en el ataque porque el recién ingresado se volvió una pesadilla para el marcador derecho de Marathón;;;;;;;;;;;;;;;;;;
PVNI-0866;1;pesadilla;;;;sí;;mucha;;pesadilla;Desde ese momento la cena se volvió una pesadilla para mí.;;;;;;;;;;;;;;;;;;
PVNI-0867;1;pesadilla;;;;sí;;mucha;;pesadilla;El mismo que se volvió una pesadilla para los rivales al lado de hombres como Bautista y Batista en Chiapas, ;;;;;;;;;;;;;;;;;;
PVNI-0868;1;pesadilla;;;;sí;;mucha;;pesadilla;EL SUENO DE UNA TARDE DOMINICAL EN LA ALAMEDA... QUE SE VOLVIÓ UNA PESADILLA;;;;;;;;;;;;;;;;;;
PVNI-0869;1;pesebre;;;;sí;;mucha;;pesebre;La habitación se volvió un pesebre en la Luna. Las paredes estaban plateadas y sólo a lo lejos se veía que llegaba el día,;;;;;;;;;;;;;;;;;;
PVNI-0459;1;peso;muerto;SUSTANTIVO COMPUESTO;;sí;despreocupado;mucha;persna;peso;Se volvía un peso muerto y disfrutaba la sensación de caída.;;;;;;;;;;;;;;;;;;
PVNI-0460;1;peso;tan fuerte;sí;;sí;;;;;pero Marisa se volvió un peso tan fuerte que ya no pudiste.;;;;;;;;;;;;;;;;;;
PVNI-0462;1;piedra;⍬;Sí;;sí;;;;;Quisiera dejarse consumir igual que el cigarrillo que lo fuma, permanecer inmóvil y volverse una piedra;;;;;;;;;;;;;;;;;;
PVNI-0697;1;piloto;experto;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;piloto;piloto experto;Fue tal su entusiasmo que pronto se volvió un piloto experto, superando con creces a sus compañeros.;;;;;;;;;;;;;;;;;;
PVNI-0463;1;Pingüino;juvenil;SUSTANTIVO COMPUESTO;;sí;??rápida;poca; avenida;pista de carreras;" El pichón se vuelve un pingüino juvenil tras cien días desde la incubación del huevo"", refiere Jiménez.";;;;;;;;;;;;;;;;;;
PVNI-0464;1;pista;de carreras;SUSTANTIVO COMPUESTO;;no;;poca; plan;plan internacional;Héctor aceleró y la Caracas dejó de ser una avenida aburrida y se volvió una pista de carreras donde los buses viejos en que antes montábamos iban quedando atrás como caballos enfermos.;;;;;;;;;;;;;;;;;;
PVNI-0465;1;plaga;⍬;Sí;;sí;;;;; Hay que matar esos lobos antes de que se vuelvan una plaga, es por el bien de todos. ;;;;;;;;;;;;;;;;;;
PVNI-0741;1;plan;internacional;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;perosna;portavoz;que después se multiplicó por otras ciudades europeas y, en 1997, se volvió un plan internacional que también se aplica, a través del proyecto senderos seguros, en la ciudad de Buenos Aires.;;;;;;;;;;;;;;;;;;
PVNI-0466;1;plato;perfecto;sí;determinado porque tiene complementos;sí;;;;;El terreno se vuelve un plato perfecto con un pequeño agujero.;;;;;;;;;;;;;;;;;;
PVNI-0467;1;porquería;⍬;Sí;;sí;;;;;Por eso, cuando rugió y escupió fuego, fue mi cara y no la de Damián la que se volvió una porquería.;;;;;;;;;;;;;;;;;;
PVNI-0468;1;porquería;⍬;Sí;;sí;;;;; Me volví una porquería, comencé a pelear por todo, a portarme mal. ;;;;;;;;;;;;;;;;;;
PVNI-0469;1;portavoz;de sus ideales;SUSTANTIVO COMPUESTO;;no;;poca;filipinas;posesión;"la reina Liliuokalani, para que se opusiera a la anexión de Hawai; los anarquistas, para que se volviera una portavoz de sus ideales... ";;;;;;;;;;;;;;;;;;
PVNI-0693;1;posesión;español;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; estudio;práctica regular;Como resultado, Filipinas se volvió una posesión española;;;;;;;;;;;;;;;;;;
PVNI-0470;1;posibilidad;brutalmente presente;sí;;sí;;;;;Nos gustaba vivir, queríamos vivir y sin embargo nos metimos en ese camino en que la muerte se volvía una posibilidad brutalmente presente. ;;;;;;;;;;;;;;;;;;
PVNI-0664;1;práctica;común;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; personas;presencia;el pedido de convocatoria era visto como una mancha en el legajo muy difícil de remontar, pero hoy se volvió una práctica cada vez más común;;;;;;;;;;;;;;;;;;
PVNI-0782;1;práctica;regular;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;práctica;práctica común;El estudio de la composición corporal (CC) se volvió una práctica regular y popular para muchos doctores,;;;;;;;;;;;;;;;;;;
PVNI-0663;1;presencia;común;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;perosna;presencia habitual;volvieron una presencia común ;;;;;;;;;;;;;;;;;;
PVNI-0715;1;presencia;habitual;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;presencia;volvió una presencia habitual ;;;;;;;;;;;;;;;;;;
PVNI-0725;1;presencia;incómodo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; situación;problema;vuelve una presencia incómoda, ;;;;;;;;;;;;;;;;;;
PVNI-0472;1;problema;permanente;Sí;;sí;;;;;" Si no es curada, la erisipela puede volverse un problema permanente"",";;;;;;;;;;;;;;;;;;
PVNI-0473;1;problema;serio;Sí;;sí;;;;;La brillante mente de Lederberg quedó preocupada, al caer en cuenta sobre algo que podría volverse un problema serio:;;;;;;;;;;;;;;;;;;
PVNI-0474;1;problema;caótico;sí;;sí;;;;; la situación de insalubridad, principalmente por desechos fecales desperdigados al aire libre se vuelve un problema caótico.;;;;;;;;;;;;;;;;;;
PVNI-0475;1;problema;de elitismo;sí;;sí;;;;; porque si tú enclaustras al arte en el museo entonces sí se vuelve un problema de elitismo ;;;;;;;;;;;;;;;;;;
PVNI-0476;1;problema;de filosofía;sí;;sí;;;;; Usted más que nadie conoce los riesgos que se corren cuando una ficción se vuelve un problema de filosofía,;;;;;;;;;;;;;;;;;;
PVNI-0477;1;problema;⍬;Sí;;sí;;;;; en enero, los reyes magos, para los que no les ajustó el aguinaldo, se vuelve un problema.;;;;;;;;;;;;;;;;;;
PVNI-0478;1;problema;clave;SUSTANTIVO COMPUESTO;;no;;poca; proceso;proceso concreo;el encuentro con el otro se vuelve un problema clave.;;;;;;;;;;;;;;;;;;
PVNI-0479;1;problema;global;sí;;sí;;;;;La verdadera tragedia ocurrió cuando, por un descuido, mi tragedia personal se volvió un problema global. ;;;;;;;;;;;;;;;;;;
PVNI-0480;1;problema;insoportable;Sí;;sí;;;;;Ella no me dijo nada porque creyó dominar la situación, que, sin embargo, se volvía un problema insoportable.;;;;;;;;;;;;;;;;;;
PVNI-0481;1;problema;⍬;Sí;;sí;;;;;Aunque no existe una cura para la tartamudez, una intervención temprana puede evitar que la tartamudez se vuelva un problema para toda la vida.;;;;;;;;;;;;;;;;;;
PVNI-0665;1;proceso;concreto;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; actuación;proceso ; requieren para que la descentralización se vuelva un proceso concreto, se habrá abierto el camino al desarrollo nacional, trazando puentes hacia los procesos más profundos de las reformas que se necesitan para actualizar el país.;;;;;;;;;;;;;;;;;;
PVNI-0801;1;proceso;técnico;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; actuación;proceso ; los personajes pierden su humanidad y la actuación se vuelve un proceso muy técnico.;;;;;;;;;;;;;;;;;;
PVNI-0848;1;proceso;de…;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;prosista;En vez de escoger la mejor opción, se vuelve un proceso de poner de acuerdo a muchas personas con perspectivas diferentes de moda.;;;;;;;;;;;;;;;;;;
PVNI-0482;1;producto;más;Sí;;sí;;;;;Sin embargo, para Maristella Sanín, presidente de Fedeleasing, también existe el riesgo de que esta actividad pierda fortaleza al volverse un producto más dentro del amplio portafolio de los bancos.;;;;;;;;;;;;;;;;;;
PVNI-0483;1;profesión;⍬;Sí;;sí;;;;;Así, si a la bisabuela ThérËse su madre le enseña a coser para saber llevar un hogar, para la abuela Pepi coser se vuelve una profesión: primero se transforma en costurera,;;;;;;;;;;;;;;;;;;
PVNI-0485;1;prosista;de respeto;SUSTANTIVO COMPUESTO;profesión u ocupación;no;;poca; forma de vida;proyecto general;Yo, por fortuna, me salté ese eslabón en la carrera por volverme un prosista de respeto.;;;;;;;;;;;;;;;;;;
PVNI-0486;1;prostituta;⍬;Sí;;no;;;;;- Creo que al final se volvió una prostituta, no lo sé muy bien.;;;;;;;;;;;;;;;;;;
PVNI-0487;1;prostituta;⍬;Sí;;no;;;;;al final se  volvió una prostituta;;;;;;;;;;;;;;;;;;
PVNI-0488;1;protoplasma;⍬;Sí;;sí;;;;;Quisiera dejarse consumir igual que el cigarrillo que lo fuma, permanecer inmóvil y volverse un protoplasma o encenderse como una pira de gelatinoso colesterol.;;;;;;;;;;;;;;;;;;
PVNI-0711;1;proyecto;general;SUSTANTIVO COMPUESTO;de PVNIS;sí;real;mucha; persona;puñito de realidad; y entonces lo que era una forma de vida estrictamente individual se volvió un proyecto general.;;;;;;;;;;;;;;;;;;
PVNI-0489;1;puente;⍬;Sí;;no;;;;;queríamos generar un andador peatonal y cultural, que se volviera un puente entre la calle de Guatemala y la calle de Donceles.;;;;;;;;;;;;;;;;;;
PVNI-0490;1;puente;que promete;Sí;;sí;;;;;ya que en su formato el hipertexto funciona a través del enlace activo que se vuelve un puente que promete cierta continuación temática entre dos textos,;;;;;;;;;;;;;;;;;;
PVNI-0491;1;pulpo;negro que apretaba;Sí;;sí;;;;; carrusel lleno de niños felices que me hacían adiós, un carrusel que se volvía un pulpo negro que apretaba y apretaba.;;;;;;;;;;;;;;;;;;
PVNI-0492;1;pulso;⍬;Sí;;sí;;;;;el ostinato original se vuelve un pulso, y todo termina con un golpe seco y un ataque y resonancia metálicos.;;;;;;;;;;;;;;;;;;
PVNI-0493;1;punto;principal;Sí;;sí;;;;;?esplendorosa historia se remonta al periodo romano, cuando por su situación estratégica se volvió un punto principal de Lusitania.;;;;;;;;;;;;;;;;;;
PVNI-0494;1;punto;que cemtelleaba;Sí;;sí;;;;;y alejarse cada vez más de la orilla, hasta volverse un punto que centelleaba en lo alto,;;;;;;;;;;;;;;;;;;
PVNI-0495;1;punto;diminuto;Sí;;sí;;;;;empezaría a correr, cada vez con más prisa, cada vez con más fuerza, hasta que ya los pies no se encontraran con el suelo, hasta volverse un punto diminuto entre las nubes;;;;;;;;;;;;;;;;;;
PVNI-0496;1;punto;⍬;Sí;;sí;;;;;Caigo, caigo, caigo, mirando allá arriba la casa que se aleja en la ira del cielo hasta volverse un punto.;;;;;;;;;;;;;;;;;;
PVNI-0497;1;puño;de realidad;SUSTANTIVO COMPUESTO;cuantificador;no;;poca; violencia;rasgo cultural;apenas se vuelve un puñito de realidad en el susurrar que mi oído ha captado.;;;;;;;;;;;;;;;;;;
PVNI-0498;1;rasgo;cultural;SUSTANTIVO COMPUESTO;determinado porque tiene complementos;no;;poca;actuación;rasgo del carácter;lo cual demuestra que, como sostiene Alvarenga, la violencia se vuelve un rasgo cultural.;;;;;;;;;;;;;;;;;;
PVNI-0499;1;rasgo;del carácter;SUSTANTIVO COMPUESTO;;no;;poca; autoridades;recurso;Tanto se repitió el truco en tantas poblaciones que actuar con naturalidad, como si nada pasara, se volvió un rasgo del carácter nacional.;;;;;;;;;;;;;;;;;;
PVNI-0500;1;rayo;⍬;Sí;;sí;;;;;la línea del rating se volvió un rayo, de arriba abajo con algunos bordes filudos, °boooruuuum! ;;;;;;;;;;;;;;;;;;
PVNI-0502;1;realidad;⍬;Sí;;sí;;;;;vuelva una realidad, además ;;;;;;;;;;;;;;;;;;
PVNI-0503;1;realidad;⍬;Sí;;sí;;;;;vuelvan una realidad con ;;;;;;;;;;;;;;;;;;
